instruction,input,output
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",hum par jafa se tark-e-wafa ka guman nahin,ham par jafā se tark-e-vafā kā gumāñ nahīñ ik chheḌ hai vagarna murād imtihāñ nahīñ kis muñh se shukr kījiye is lutf-e-ḳhās kā pursish hai aur pā-e-suḳhan darmiyāñ nahīñ ham ko sitam aziiz sitamgar ko ham aziiz nā-mehrbāñ nahīñ hai agar mehrbāñ nahīñ bosa nahīñ na dījiye dushnām hī sahī āḳhir zabāñ to rakhte ho tum gar dahāñ nahīñ har-chand jāñ-gudāzi-e-qahr-o-itāb hai har-chand pusht-e-garmi-e-tāb-o-tavāñ nahīñ jaañ mutrib-e-tarāna-e-hal-mim-mazīd hai lab parda-sañj-e-zamzama-e-al-amāñ nahīñ ḳhanjar se chiir siina agar dil na ho do-nīm dil meñ chhurī chubho mizha gar ḳhūñ-chakāñ nahīñ hai nañg-e-sīnā dil agar ātish-kada na ho hai ār-e-dil nafas agar āzar-fishāñ nahīñ nuqsāñ nahīñ junūñ meñ balā se ho ghar ḳharāb sau gaz zamīñ ke badle bayābāñ girāñ nahīñ kahte ho kyā likhā hai tirī sarnavisht meñ goyā jabīñ pe sajda-e-but kā nishāñ nahīñ paatā huuñ us se daad kuchh apne kalām kī rūhul-qudus agarche mirā ham-zabāñ nahīñ jaañ hai bahā-e-bosa vale kyuuñ kahe abhī 'ġhālib' ko jāntā hai ki vo nīm-jāñ nahīñ jis jā ki pā-e-sail-e-balā darmiyāñ nahīñ dīvānagāñ ko vaañ havas-e-ḳhānmāñ nahīñ gul ġhunchagī meñ ġharqa-e-dariyā-e-rañg hai ai āgahī fareb-e-tamāshā kahāñ nahīñ Interestingkis jurm se hai chashm tujhe hasrat qubūl barg-e-hinā magar mizha-e-ḳhūñ-fishāñ nahīñ har rañg-e-gardish aa.ina ījād-e-dard hai ashk-e-sahāb juz ba-vidā-e-ḳhizāñ nahīñ juz ijz kyā karūñ ba-tamannā-e-be-ḳhudī tāqat harīf-e-saḳhtī-e-ḳhvāb-e-girāñ nahīñ ibrat se pūchh dard-e-pareshānī-e-nigāh ye gard-e-vahm juz basar-e-imtihāñ nahīñ barq-e-ba-jān-e-hausla ātish-fagan 'asad' ai dil-fasurda tāqat-e-zabt-e-fuġhāñ nahīñ hum par jafa se tark-e-wafa ka guman nahin ek chheD hai wagarna murad imtihan nahin kis munh se shukr kijiye is lutf-e-KHas ka pursish hai aur pa-e-suKHan darmiyan nahin hum ko sitam aziz sitamgar ko hum aziz na-mehrban nahin hai agar mehrban nahin bosa nahin na dijiye dushnam hi sahi aaKHir zaban to rakhte ho tum gar dahan nahin har-chand jaan-gudazi-e-qahr-o-itab hai har-chand pusht-e-garmi-e-tab-o-tawan nahin jaan mutrib-e-tarana-e-hal-mim-mazid hai lab parda-sanj-e-zamzama-e-al-aman nahin KHanjar se chir sina agar dil na ho do-nim dil mein chhuri chubho mizha gar KHun-chakan nahin hai nang-e-sina dil agar aatish-kada na ho hai aar-e-dil nafas agar aazar-fishan nahin nuqsan nahin junun mein bala se ho ghar KHarab sau gaz zamin ke badle bayaban giran nahin kahte ho kya likha hai teri sarnawisht mein goya jabin pe sajda-e-but ka nishan nahin pata hun us se dad kuchh apne kalam ki ruhul-qudus agarche mera ham-zaban nahin jaan hai baha-e-bosa wale kyun kahe abhi 'ghaalib' ko jaanta hai ki wo nim-jaan nahin jis ja ki pa-e-sail-e-bala darmiyan nahin diwanagan ko wan hawas-e-KHanman nahin gul ghunchagi mein gharqa-e-dariya-e-rang hai ai aagahi fareb-e-tamasha kahan nahin Interestingkis jurm se hai chashm tujhe hasrat qubul barg-e-hina magar mizha-e-KHun-fishan nahin har rang-e-gardish aaina ijad-e-dard hai ashk-e-sahab juz ba-wida-e-KHizan nahin juz ijz kya karun ba-tamanna-e-be-KHudi taqat harif-e-saKHti-e-KHwab-e-giran nahin ibrat se puchh dard-e-pareshani-e-nigah ye gard-e-wahm juz basar-e-imtihan nahin barq-e-ba-jaan-e-hausla aatish-fagan 'asad' ai dil-fasurda taqat-e-zabt-e-fughan nahin 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",kal ke liye kar aaj na KHissat sharab mein,kal ke liye kar aaj na ḳhissat sharāb meñ ye sū-e-zan hai sāqi-e-kausar ke baab meñ haiñ aaj kyuuñ zalīl ki kal tak na thī pasand gustāḳhi-e-farishta hamārī janāb meñ jaañ kyuuñ nikalne lagtī hai tan se dam-e-samā gar vo sadā samā.ī hai chañg o rabāb meñ rau meñ hai raḳhsh-e-umr kahāñ dekhiye thame ne haath baag par hai na pā hai rikāb meñ utnā hī mujh ko apnī haqīqat se bod hai jitnā ki vahm-e-ġhair se huuñ pech-o-tāb meñ asl-e-shuhūd-o-shāhid-o-mash.hūd ek hai hairāñ huuñ phir mushāhida hai kis hisāb meñ hai mushtamil numūd-e-suvar par vajūd-e-bahar yaañ kyā dharā hai qatra o mauj-o-habāb meñ sharm ik adā-e-nāz hai apne hī se sahī haiñ kitne be-hijāb ki haiñ yuuñ hijāb meñ ārā.ish-e-jamāl se fāriġh nahīñ hunūz pesh-e-nazar hai aa.ina daa.im naqāb meñ hai ġhaib-e-ġhaib jis ko samajhte haiñ ham shuhūd haiñ ḳhvāb meñ hunūz jo jaage haiñ ḳhvāb meñ 'ġhālib' nadīm-e-dost se aatī hai bū-e-dost mashġhūl-e-haq huuñ bandagi-e-bū-turāb meñ kal ke liye kar aaj na KHissat sharab mein ye su-e-zan hai saqi-e-kausar ke bab mein hain aaj kyun zalil ki kal tak na thi pasand gustaKHi-e-farishta hamari janab mein jaan kyun nikalne lagti hai tan se dam-e-sama gar wo sada samai hai chang o rabab mein rau mein hai raKHsh-e-umr kahan dekhiye thame ne hath bag par hai na pa hai rikab mein utna hi mujh ko apni haqiqat se bod hai jitna ki wahm-e-ghair se hun pech-o-tab mein asl-e-shuhud-o-shahid-o-mashhud ek hai hairan hun phir mushahida hai kis hisab mein hai mushtamil numud-e-suwar par wajud-e-bahar yan kya dhara hai qatra o mauj-o-habab mein sharm ek ada-e-naz hai apne hi se sahi hain kitne be-hijab ki hain yun hijab mein aaraish-e-jamal se farigh nahin hunuz pesh-e-nazar hai aaina daim naqab mein hai ghaib-e-ghaib jis ko samajhte hain hum shuhud hain KHwab mein hunuz jo jage hain KHwab mein 'ghaalib' nadim-e-dost se aati hai bu-e-dost mashghul-e-haq hun bandagi-e-bu-turab mein 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",ki wafa humse to ghair isko jafa kahte hain,kī vafā ham se to ġhair is ko jafā kahte haiñ hotī aa.ī hai ki achchhoñ ko burā kahte haiñ aaj ham apnī pareshāni-e-ḳhātir un se kahne jaate to haiñ par dekhiye kyā kahte haiñ agle vaqtoñ ke haiñ ye log inheñ kuchh na kaho jo mai o naġhma ko andoh-rubā kahte haiñ dil meñ aa jaa.e hai hotī hai jo fursat ġhash se aur phir kaun se naale ko rasā kahte haiñ hai par-e-sarhad-e-idrāk se apnā masjūd qible ko ahl-e-nazar qibla-numā kahte haiñ pā-e-afgār pe jab se tujhe rahm aayā hai ḳhār-e-rah ko tire ham mehr-e-giyā kahte haiñ ik sharar dil meñ hai us se koī ghabrā.egā kyā aag matlūb hai ham ko jo havā kahte haiñ dekhiye laatī hai us shoḳh kī naḳhvat kyā rañg us kī har baat pe ham nām-e-ḳhudā kahte haiñ 'vahshat' o 'sheftā' ab marsiya kahveñ shāyad mar gayā 'ġhālib'-e-āshufta-navā kahte haiñ ki wafa hum se to ghair is ko jafa kahte hain hoti aai hai ki achchhon ko bura kahte hain aaj hum apni pareshani-e-KHatir un se kahne jate to hain par dekhiye kya kahte hain agle waqton ke hain ye log inhen kuchh na kaho jo mai o naghma ko andoh-ruba kahte hain dil mein aa jae hai hoti hai jo fursat ghash se aur phir kaun se nale ko rasa kahte hain hai par-e-sarhad-e-idrak se apna masjud qible ko ahl-e-nazar qibla-numa kahte hain pa-e-afgar pe jab se tujhe rahm aaya hai KHar-e-rah ko tere hum mehr-e-giya kahte hain ek sharar dil mein hai us se koi ghabraega kya aag matlub hai hum ko jo hawa kahte hain dekhiye lati hai us shoKH ki naKHwat kya rang us ki har baat pe hum nam-e-KHuda kahte hain 'wahshat' o 'shefta' ab marsiya kahwen shayad mar gaya 'ghaalib'-e-ashufta-nawa kahte hain 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",milti hai KHu-e-yar se nar iltihab mein,miltī hai ḳhū-e-yār se naar iltihāb meñ kāfir huuñ gar na miltī ho rāhat azaab meñ kab se huuñ kyā batā.ūñ jahān-e-ḳharāb meñ shab-hā-e-hijr ko bhī rakhūñ gar hisāb meñ tā phir na intizār meñ niiñd aa.e umr bhar aane kā ahd kar ga.e aa.e jo ḳhvāb meñ qāsid ke aate aate ḳhat ik aur likh rakhūñ maiñ jāntā huuñ jo vo likheñge javāb meñ mujh tak kab un kī bazm meñ aatā thā daur-e-jām saaqī ne kuchh milā na diyā ho sharāb meñ jo munkir-e-vafā ho fareb us pe kyā chale kyuuñ bad-gumāñ huuñ dost se dushman ke baab meñ maiñ muztarib huuñ vasl meñ ḳhauf-e-raqīb se Daalā hai tum ko vahm ne kis pech-o-tāb meñ maiñ aur hazz-e-vasl ḳhudā-sāz baat hai jaañ nazr denī bhuul gayā iztirāb meñ hai tevrī chaḌhī huī andar naqāb ke hai ik shikan paḌī huī tarf-e-naqāb meñ lākhoñ lagāo ek churānā nigāh kā lākhoñ banāv ek bigaḌnā itaab meñ vo naala dil meñ ḳhas ke barābar jagah na paa.e jis naala se shigāf paḌe āftāb meñ vo sehr mudd.ā-talabī meñ na kaam aa.e jis sehr se safīna ravāñ ho sarāb meñ 'ġhālib' chhuTī sharāb par ab bhī kabhī kabhī piitā huuñ roz-e-abr o shab-e-māhtāb meñ milti hai KHu-e-yar se nar iltihab mein kafir hun gar na milti ho rahat azab mein kab se hun kya bataun jahan-e-KHarab mein shab-ha-e-hijr ko bhi rakhun gar hisab mein ta phir na intizar mein nind aae umr bhar aane ka ahd kar gae aae jo KHwab mein qasid ke aate aate KHat ek aur likh rakhun main jaanta hun jo wo likhenge jawab mein mujh tak kab un ki bazm mein aata tha daur-e-jam saqi ne kuchh mila na diya ho sharab mein jo munkir-e-wafa ho fareb us pe kya chale kyun bad-guman hun dost se dushman ke bab mein main muztarib hun wasl mein KHauf-e-raqib se Dala hai tum ko wahm ne kis pech-o-tab mein main aur hazz-e-wasl KHuda-saz baat hai jaan nazr deni bhul gaya iztirab mein hai tewri chaDhi hui andar naqab ke hai ek shikan paDi hui tarf-e-naqab mein lakhon lagao ek churana nigah ka lakhon banaw ek bigaDna itab mein wo nala dil mein KHas ke barabar jagah na pae jis nala se shigaf paDe aaftab mein wo sehr mudda-talabi mein na kaam aae jis sehr se safina rawan ho sarab mein 'ghaalib' chhuTi sharab par ab bhi kabhi kabhi pita hun roz-e-abr o shab-e-mahtab mein 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",zikr us pari-wash ka aur phir bayan apna,zikr us parī-vash kā aur phir bayāñ apnā ban gayā raqīb āḳhir thā jo rāz-dāñ apnā mai vo kyuuñ bahut piite bazm-e-ġhair meñ yā rab aaj hī huā manzūr un ko imtihāñ apnā manzar ik bulandī par aur ham banā sakte arsh se udhar hotā kaash ke makāñ apnā de vo jis qadar zillat ham hañsī meñ Tāleñge baare āshnā niklā un kā pāsbāñ apnā dard-e-dil likhūñ kab tak jā.ūñ un ko dikhlā duuñ uñgliyāñ figār apnī ḳhāma ḳhūñ-chakāñ apnā ghiste ghiste miT jaatā aap ne abas badlā nañg-e-sajda se mere sañg-e-āstāñ apnā tā kare na ġhammāzī kar liyā hai dushman ko dost kī shikāyat meñ ham ne ham-zabāñ apnā ham kahāñ ke daanā the kis hunar meñ yaktā the be-sabab huā 'ġhālib' dushman āsmāñ apnā zikr us pari-wash ka aur phir bayan apna ban gaya raqib aaKHir tha jo raaz-dan apna mai wo kyun bahut pite bazm-e-ghair mein ya rab aaj hi hua manzur un ko imtihan apna manzar ek bulandi par aur hum bana sakte arsh se udhar hota kash ke makan apna de wo jis qadar zillat hum hansi mein Talenge bare aashna nikla un ka pasban apna dard-e-dil likhun kab tak jaun un ko dikhla dun ungliyan figar apni KHama KHun-chakan apna ghiste ghiste miT jata aap ne abas badla nang-e-sajda se mere sang-e-astan apna ta kare na ghammazi kar liya hai dushman ko dost ki shikayat mein hum ne ham-zaban apna hum kahan ke dana the kis hunar mein yakta the be-sabab hua 'ghaalib' dushman aasman apna 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",main aur bazm-e-mai se yun tishna-kaam aaun,maiñ aur bazm-e-mai se yuuñ tishna-kām aa.uuñ gar maiñ ne kī thī tauba saaqī ko kyā huā thā hai ek tiir jis meñ donoñ chhide paḌe haiñ vo din ga.e ki apnā dil se jigar judā thā darmāndagī meñ 'ġhālib' kuchh ban paḌe to jānūñ jab rishta be-girah thā nāḳhun girah-kushā thā main aur bazm-e-mai se yun tishna-kaam aaun gar main ne ki thi tauba saqi ko kya hua tha hai ek tir jis mein donon chhide paDe hain wo din gae ki apna dil se jigar juda tha darmandagi mein 'ghaalib' kuchh ban paDe to jaanun jab rishta be-girah tha naKHun girah-kusha tha 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",shikwe ke nam se be-mehr KHafa hota hai,shikve ke naam se be-mehr ḳhafā hotā hai ye bhī mat kah ki jo kahiye to gila hotā hai pur huuñ maiñ shikve se yuuñ raag se jaise baajā ik zarā chheḌiye phir dekhiye kyā hotā hai go samajhtā nahīñ par husn-e-talāfī dekho shikva-e-jaur se sargarm-e-jafā hotā hai ishq kī raah meñ hai charḳh-e-makaukab kī vo chaal sust-rau jaise koī ābla-pā hotā hai kyuuñ na Thahreñ hadaf-e-nāvak-e-bedād ki ham aap uThā laate haiñ gar tiir ḳhatā hotā hai ḳhuub thā pahle se hote jo ham apne bad-ḳhvāh ki bhalā chāhte haiñ aur burā hotā hai naala jaatā thā pare arsh se merā aur ab lab tak aatā hai jo aisā hī rasā hotā hai ḳhāma merā ki vo hai bār-bud-e-bazm-e-suḳhan shaah kī mad.h meñ yuuñ naġhma-sarā hotā hai ai shahanshāh-e-kavākib sipah-o-mehr-e-alam tere ikrām kā haq kis se adā hotā hai saat aqlīm kā hāsil jo farāham kiije to vo lashkar kā tire nāl-e-bahā hotā hai har mahīne meñ jo ye badr se hotā hai hilāl āstāñ par tire mah nāsiya sā hotā hai maiñ jo gustāḳh huuñ ā.īn-e-ġhazal-ḳhvānī meñ ye bhī terā hī karam zauq-fazā hotā hai rakhiyo 'ġhālib' mujhe is talḳh-navā.ī meñ muaaf aaj kuchh dard mire dil meñ sivā hotā hai shikwe ke nam se be-mehr KHafa hota hai ye bhi mat kah ki jo kahiye to gila hota hai pur hun main shikwe se yun rag se jaise baja ek zara chheDiye phir dekhiye kya hota hai go samajhta nahin par husn-e-talafi dekho shikwa-e-jaur se sargarm-e-jafa hota hai ishq ki rah mein hai charKH-e-makaukab ki wo chaal sust-rau jaise koi aabla-pa hota hai kyun na Thahren hadaf-e-nawak-e-bedad ki hum aap uTha late hain gar tir KHata hota hai KHub tha pahle se hote jo hum apne bad-KHwah ki bhala chahte hain aur bura hota hai nala jata tha pare arsh se mera aur ab lab tak aata hai jo aisa hi rasa hota hai KHama mera ki wo hai bar-bud-e-bazm-e-suKHan shah ki madh mein yun naghma-sara hota hai ai shahanshah-e-kawakib sipah-o-mehr-e-alam tere ikram ka haq kis se ada hota hai sat aqlim ka hasil jo faraham kije to wo lashkar ka tere nal-e-baha hota hai har mahine mein jo ye badr se hota hai hilal aastan par tere mah nasiya sa hota hai main jo gustaKH hun aain-e-ghazal-KHwani mein ye bhi tera hi karam zauq-faza hota hai rakhiyo 'ghaalib' mujhe is talKH-nawai mein muaf aaj kuchh dard mere dil mein siwa hota hai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",us bazm mein mujhe nahin banti haya kiye,us bazm meñ mujhe nahīñ bantī hayā kiye baiThā rahā agarche ishāre huā kiye dil hī to hai siyāsat-e-darbāñ se Dar gayā maiñ aur jā.ūñ dar se tire bin sadā kiye rakhtā phirūñ huuñ ḳhirqa o sajjāda rahn-e-mai muddat huī hai dāvat āb-o-havā kiye be-sarfa hī guzartī hai ho garche umr-e-ḳhizr hazrat bhī kal kaheñge ki ham kyā kiyā kiye maqdūr ho to ḳhaak se pūchhūñ ki ai la.iim tū ne vo ganj-hā-e-garāñ-māya kyā kiye kis roz tohmateñ na tarāshā kiye adū kis din hamāre sar pe na aare chalā kiye sohbat meñ ġhair kī na paḌī ho kahīñ ye ḳhū dene lagā hai bosa baġhair iltijā kiye zid kī hai aur baat magar ḳhū burī nahīñ bhūle se us ne saikḌoñ va.ade vafā kiye 'ġhālib' tumhīñ kaho ki milegā javāb kyā maanā ki tum kahā kiye aur vo sunā kiye us bazm mein mujhe nahin banti haya kiye baiTha raha agarche ishaare hua kiye dil hi to hai siyasat-e-darban se Dar gaya main aur jaun dar se tere bin sada kiye rakhta phirun hun KHirqa o sajjada rahn-e-mai muddat hui hai dawat aab-o-hawa kiye be-sarfa hi guzarti hai ho garche umr-e-KHizr hazrat bhi kal kahenge ki hum kya kiya kiye maqdur ho to KHak se puchhun ki ai laim tu ne wo ganj-ha-e-garan-maya kya kiye kis roz tohmaten na tarasha kiye adu kis din hamare sar pe na aare chala kiye sohbat mein ghair ki na paDi ho kahin ye KHu dene laga hai bosa baghair iltija kiye zid ki hai aur baat magar KHu buri nahin bhule se us ne saikDon wade wafa kiye 'ghaalib' tumhin kaho ki milega jawab kya mana ki tum kaha kiye aur wo suna kiye 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",tum jaano tumko ghair se jo rasm-o-rah ho,tum jaano tum ko ġhair se jo rasm-o-rāh ho mujh ko bhī pūchhte raho to kyā gunāh ho bachte nahīñ muvāḳhaza-e-roz-e-hashr se qātil agar raqīb hai to tum gavāh ho kyā vo bhī be-gunah-kush o haq-nā-shanās haiñ maanā ki tum bashar nahīñ ḳhurshīd o maah ho ubhrā huā naqāb meñ hai un ke ek taar martā huuñ maiñ ki ye na kisī kī nigāh ho jab mai-kada chhuTā to phir ab kyā jagah kī qaid masjid ho madrasa ho koī ḳhānqāh ho sunte haiñ jo bahisht kī tārīf sab durust lekin ḳhudā kare vo tirā jalva-gāh ho 'ġhālib' bhī gar na ho to kuchh aisā zarar nahīñ duniyā ho yā rab aur mirā bādshāh ho tum jaano tum ko ghair se jo rasm-o-rah ho mujh ko bhi puchhte raho to kya gunah ho bachte nahin muwaKHaza-e-roz-e-hashr se qatil agar raqib hai to tum gawah ho kya wo bhi be-gunah-kush o haq-na-shanas hain mana ki tum bashar nahin KHurshid o mah ho ubhra hua naqab mein hai un ke ek tar marta hun main ki ye na kisi ki nigah ho jab mai-kada chhuTa to phir ab kya jagah ki qaid masjid ho madrasa ho koi KHanqah ho sunte hain jo bahisht ki tarif sab durust lekin KHuda kare wo tera jalwa-gah ho 'ghaalib' bhi gar na ho to kuchh aisa zarar nahin duniya ho ya rab aur mera baadshah ho 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",ghar hamara jo na rote bhi to viran hota,ghar hamārā jo na rote bhī to vīrāñ hotā bahr gar bahr na hotā to bayābāñ hotā tañgi-e-dil kā gila kyā ye vo kāfir-dil hai ki agar tañg na hotā to pareshāñ hotā baad yak-umr-e-var.a baar to detā baare kaash rizvāñ hī dar-e-yār kā darbāñ hotā ghar hamara jo na rote bhi to viran hota bahr gar bahr na hota to bayaban hota tangi-e-dil ka gila kya ye wo kafir-dil hai ki agar tang na hota to pareshan hota baad yak-umr-e-wara bar to deta bare kash rizwan hi dar-e-yar ka darban hota 
